Locus_id,Gene,Number of bases,Number of SNPs,Number of silent SNPs,Number of non-silent SNPs,Density (SNPs/bp),P-value,Product,Functional category,Subcellular localization,Bvg regulation
BP2889,-,459,0,,,0.00000,,putative ccytochrome,energy metabolism,Periplasmic,
BP2890,purB,1377,0,,,0.00000,,adenylosuccinate lyase,ribonucleotide biosynthesis,Cytoplasmic,
BP2893,trmU,1116,0,,,0.00000,,tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase,macromolecule synthesis/modification,Cytoplasmic,
BP2898,nntA2,319,0,,,0.00000,,"NAD(P) transhydrogenase, subunit alpha part 2 (pseudogene)",pseudogenes,ND,
BP2902,-,912,0,,,0.00000,,putative exported protein,cell surface,Cytoplasmic Membrane,
BP2916,-,483,0,,,0.00000,,conserved hypothetical protein,conserved hypothetical,Cytoplasmic,
BP2918,-,414,0,,,0.00000,,conserved hypothetical protein,miscellaneous,Unknown,
BP2920,-,1230,0,,,0.00000,,putative chromate transport protein,transport/binding proteins,Cytoplasmic Membrane,
BP2924,-,297,0,,,0.00000,,putative exported protein,cell surface,Periplasmic,+
BP2926,-,756,0,,,0.00000,,conserved hypothetical protein,conserved hypothetical,Unknown,+
BP2929,-,348,0,,,0.00000,,putative regulatory protein,regulation,Unknown,
BP2930,cyoD,348,0,,,0.00000,,cytochrome 0 ubiquinol oxidase,energy metabolism,Cytoplasmic Membrane,
BP2932,cyoB,1980,0,,,0.00000,,ubiquinol oxidase polypeptide I,energy metabolism,Cytoplasmic Membrane,
BP2934,-,555,0,,,0.00000,,putative two component system response regulator,regulation,Cytoplasmic,+
BP2936,-,1008,0,,,0.00000,,putative exported protein,cell surface,Cytoplasmic Membrane,+
BP2937,-,867,0,,,0.00000,,conserved hypothetical protein,conserved hypothetical,Cytoplasmic,
BP2941,-,1191,0,,,0.00000,,putative racemase,miscellaneous,Cytoplasmic,+
BP2942,-,912,0,,,0.00000,,putative LysR-family transcriptional regulator,regulation,Cytoplasmic,
BP2949,-,645,0,,,0.00000,,hypothetical protein,miscellaneous,Cytoplasmic,
BP2951,-,483,0,,,0.00000,,conserved hypothetical protein,conserved hypothetical,Cytoplasmic,
BP2952,glyA,1248,0,,,0.00000,,serine hydroxymethyltransferase,central/intermediary metabolism,Cytoplasmic,
BP2953,-,657,0,,,0.00000,,conserved hypothetical protein,conserved hypothetical,Periplasmic,
BP2958,-,372,0,,,0.00000,,conserved hypothetical protein,miscellaneous,Cytoplasmic,
BP2960,argC,1065,0,,,0.00000,,N-acetyl-gamma-glutamyl-phosphate reductase,amino acid biosynthesis,Cytoplasmic,
BP2961,rpsI,393,0,,,0.00000,,30s ribosomal protein S9,ribosome constituents,Cytoplasmic,
BP2962,rplM,429,0,,,0.00000,,50s ribosomal protein L13,ribosome constituents,Cytoplasmic,
BP2964,-,1365,0,,,0.00000,,conserved hypothetical protein,miscellaneous,Cytoplasmic,
BP2975,-,671,0,,,0.00000,,putative GntR-family transcriptional regulator,regulation,Cytoplasmic,
BP2978,gltX,1383,0,,,0.00000,,glutamyl-tRNA synthetase,macromolecule synthesis/modification,Cytoplasmic,
BP2979,-,1188,0,,,0.00000,,putative membrane transport protein,transport/binding proteins,Cytoplasmic Membrane,-
BP2980,-,540,0,,,0.00000,,putative lipoprotein,cell surface,Unknown,-
BP2981,-,453,0,,,0.00000,,putative AsnC-family transcriptional regulator,regulation,Cytoplasmic,
BP2984,nrdB,1197,0,,,0.00000,,ribonucleoside-diphosphate reductase beta chain,macromolecule synthesis/modification,Cytoplasmic,
BP2986,-,576,0,,,0.00000,,putative integral membrane protein,cell surface,Cytoplasmic Membrane,
BP2989,-,126,0,,,0.00000,,hypothetical protein,unknown,Cytoplasmic Membrane,
BP2990,dltD,1128,0,,,0.00000,,putative protein involved in the transfer of D-alanine into teichoic acids,cell surface,Unknown,
BP2991,-,240,0,,,0.00000,,acyl carrier protein,cofactor biosynthesis,Unknown,
BP2992,pcp,504,0,,,0.00000,,putative lipoprotein,cell surface,Outer Membrane,
BP2993,-,942,0,,,0.00000,,putative carbohydrate kinase,small molecule degradation,Cytoplasmic,
BP2997,fabE,450,0,,,0.00000,,biotin carboxyl carrier protein of acetyl-CoA carboxylase,fatty acid metabolism,Cytoplasmic,
BP2998,aroD,435,0,,,0.00000,,3-dehydroquinate dehydratase,amino acid biosynthesis,Cytoplasmic,-
BP2999,-,570,0,,,0.00000,,thioredoxin,energy metabolism,Cytoplasmic Membrane,
BP3001,-,594,0,,,0.00000,,conserved hypothetical protein,conserved hypothetical,Cytoplasmic,
BP3004,aroE,860,0,,,0.00000,,shikimate 5-dehydrogenase,amino acid biosynthesis,Cytoplasmic,
BP3007,-,621,0,,,0.00000,,conserved hypothetical protein,conserved hypothetical,Unknown,+
BP3008,grp,471,0,,,0.00000,,glutamate uptake regulatory protein,regulation,Cytoplasmic,+
BP3011,-,618,0,,,0.00000,,hypothetical protein,unknown,Cytoplasmic,+
BP3016,-,408,0,,,0.00000,,conserved hypothetical protein,conserved hypothetical,Unknown,
BP3017,asmB,924,0,,,0.00000,,UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase,macromolecule degradation,Cytoplasmic,
BP3018,ftsZ,1185,0,,,0.00000,,cell division protein FtsZ,cell division,Cytoplasmic,
BP3019,divA,1227,0,,,0.00000,,cell division protein FtsA,cell division,Cytoplasmic,
BP3031,mraZ,429,0,,,0.00000,,conserved hypothetical protein,conserved hypothetical,Cytoplasmic,
BP3035,pyrC,1080,0,,,0.00000,,dihydroorotase,ribonucleotide biosynthesis,Cytoplasmic,
BP3036,-,1194,0,,,0.00000,,putative hydrolase,miscellaneous,Cytoplasmic,
BP3037,-,279,0,,,0.00000,,conserved hypothetical protein,conserved hypothetical,Unknown,
BP3038,-,372,0,,,0.00000,,putative membrane protein,cell surface,ND,
BP3041,-,561,0,,,0.00000,,putative methionine sulfoxide reductase,macromolecule synthesis/modification,Cytoplasmic,
BP3042,cyt,333,0,,,0.00000,,cytochrome c-552 precursor,energy metabolism,Periplasmic,
BP3047,-,312,0,,,0.00000,,conserved hypothetical protein,conserved hypothetical,Unknown,
BP3050,-,465,0,,,0.00000,,putative membrane protein,cell surface,Cytoplasmic Membrane,-
BP3051,-,1506,0,,,0.00000,,putative membrane protein,cell surface,Cytoplasmic Membrane,-
BP3053,-,834,0,,,0.00000,,putative oxidoreductase,miscellaneous,Cytoplasmic,
BP3054,acpD,390,0,,,0.00000,,C-terminal region of acyl carrier protein phosphodiesterase (Pseudogene),pseudogenes,ND,
BP3056,ung,753,0,,,0.00000,,uracil-DNA glycosylase,macromolecule synthesis/modification,Cytoplasmic,
BP3067,-,336,0,,,0.00000,,putative membrane protein,cell surface,Cytoplasmic Membrane,
BP3076,-,981,0,,,0.00000,,putative integrase/recombinase,phage-related or transposon-related,Cytoplasmic,
BP3078,-,939,0,,,0.00000,,putative membrane protein,cell surface,Cytoplasmic Membrane,
BP3079,-,582,0,,,0.00000,,conserved hypothetical protein,conserved hypothetical,Unknown,
BP3081,-,897,0,,,0.00000,,putative ABC transporter permease protein,cell surface,Cytoplasmic Membrane,
BP3083,-,513,0,,,0.00000,,putative regulatory protein,regulation,Cytoplasmic,
BP3084,-,1116,0,,,0.00000,,conserved hypothetical protein,conserved hypothetical,Cytoplasmic,
BP3085,dksA,465,0,,,0.00000,,putative dnaK suppressor protein,regulation,Cytoplasmic,
BP3086,hslV,540,0,,,0.00000,,ATP-dependent protease heat shock protein,cell processes,Cytoplasmic,+
BP3087,hslU,1335,0,,,0.00000,,ATP-dependent Hsl protease ATP-binding subunit,cell processes,Cytoplasmic,
BP3090,-,557,0,,,0.00000,,conserved hypothetical protein,conserved hypothetical,Cytoplasmic,
BP3093,modD,1110,0,,,0.00000,,molybdenum transport ATP-binding protein,transport/binding proteins,Unknown,
BP3100,-,480,0,,,0.00000,,putative membrane protein,cell surface,Cytoplasmic Membrane,
BP3104,-,351,0,,,0.00000,,N-terminal region of a putative membrane protein (Pseudogene),pseudogenes,ND,
BP3105,-,774,0,,,0.00000,,putative molybdate-binding periplasmic protein,transport/binding proteins,Periplasmic,
BP3108,-,342,0,,,0.00000,,conserved hypothetical protein,conserved hypothetical,Unknown,
BP3118,-,1047,0,,,0.00000,,conserved hypothetical protein,conserved hypothetical,Cytoplasmic,
BP3123,pth,597,0,,,0.00000,,peptidyl-tRNA hydrolase,macromolecule synthesis/modification,Cytoplasmic,
BP3127,-,600,0,,,0.00000,,putative outer membrane lipoprotein,cell surface,Unknown,
BP3129,fpg,828,0,,,0.00000,,formamidopyrimidine-DNA glycosylase,protection responses,Cytoplasmic,
BP3132,-,210,0,,,0.00000,,conserved hypothetical protein,unknown,Unknown,-
BP3135,fah,1314,0,,,0.00000,,fumarylacetoacetase,small molecule degradation,Cytoplasmic,
BP3138,-,711,0,,,0.00000,,putative two-component system response regulator,regulation,Cytoplasmic,
BP3139,-,1416,0,,,0.00000,,putative oxidoreductase,miscellaneous,Cytoplasmic,+
BP3141,pgm,1383,0,,,0.00000,,phosphoglucomutase,macromolecule synthesis/modification,Unknown,
BP3144,-,1155,0,,,0.00000,,putative glycosyltransferase,cell surface,Cytoplasmic,-
BP3145,-,1122,0,,,0.00000,,putative glycosyltransferase,cell surface,Cytoplasmic,-
BP3148,-,1371,0,,,0.00000,,putative membrane protein,cell surface,Cytoplasmic Membrane,-
BP3149,-,1026,0,,,0.00000,,UDP-N-acetylglucosamine C4 epimerase,cell surface,Cytoplasmic,-
BP3150,wbpO,1275,0,,,0.00000,,polysaccharide biosynthesis protein,cell surface,Cytoplasmic,-
BP3152,-,669,0,,,0.00000,,conserved hypothetical protein,conserved hypothetical,Unknown,+
BP3153,-,438,0,,,0.00000,,conserved hypothetical protein,conserved hypothetical,Unknown,
BP3154,-,972,0,,,0.00000,,putative thymidylate synthase,ribonucleotide biosynthesis,Cytoplasmic,
BP3155,folA,504,0,,,0.00000,,dihydrofolate reductase,cofactor biosynthesis,Unknown,
BP3167,ureF,690,0,,,0.00000,,urease accessory protein (Pseudogene),pseudogenes,ND,
BP3167A,ureE,615,0,,,0.00000,,urease accessory protein,small molecule degradation,ND,-
BP3169,ureB,309,0,,,0.00000,,urease beta subunit,small molecule degradation,Cytoplasmic,
BP3170,ureJ,609,0,,,0.00000,,urease accessory protein,small molecule degradation,Cytoplasmic Membrane,
BP3172,ureD,855,0,,,0.00000,,urease accessory protein,small molecule degradation,Cytoplasmic,
BP3173,hmrR,273,0,,,0.00000,,heavy metal dependent transcription regulator (partial),regulation,Cytoplasmic,+
BP3176,-,795,0,,,0.00000,,probable GntR-family transcriptional regulator,regulation,Cytoplasmic,
BP3179,-,1377,0,,,0.00000,,conserved hypothetical protein,conserved hypothetical,Cytoplasmic,
BP3180,-,1197,0,,,0.00000,,putative membrane protein,cell surface,Cytoplasmic Membrane,
BP3187,-,618,0,,,0.00000,,probable short chain dehydrogenase,miscellaneous,ND,
BP3190,-,684,0,,,0.00000,,TetR-family transcriptional regulator,regulation,Cytoplasmic,
BP3194,-,750,0,,,0.00000,,putative ABC transporter ATP-binding protein,transport/binding proteins,Cytoplasmic Membrane,
BP3196,-,1140,0,,,0.00000,,putative amino acid binding precursor protein,transport/binding proteins,Periplasmic,-
BP3197,-,767,0,,,0.00000,,probable short-chain dehydrogenase (Pseudogene),pseudogenes,ND,-
BP3199,-,390,0,,,0.00000,,conserved hypothetical protein,conserved hypothetical,Unknown,
BP3201,-,864,0,,,0.00000,,putative hydratase,miscellaneous,Cytoplasmic,
BP3202,-,1085,0,,,0.00000,,conserved hypothetical protein,conserved hypothetical,Unknown,
BP3205,-,777,0,,,0.00000,,putative desaturase (pseudogene),pseudogenes,ND,
BP3209,-,317,0,,,0.00000,,putative N-terminal region of dehydrogenase (Pseudogene),pseudogenes,ND,
BP3215,envM,786,0,,,0.00000,,enoyl-[acyl-carrier-protein] reductase [NADH],fatty acid metabolism,Cytoplasmic Membrane,
BP3217,-,393,0,,,0.00000,,conserved hypothetical protein,conserved hypothetical,Cytoplasmic,
BP3219,-,999,0,,,0.00000,,putative exported protein,cell surface,Periplasmic,+
BP3222,kmt,702,0,,,0.00000,,two component response regulator,regulation,Cytoplasmic,
BP3225,-,1341,0,,,0.00000,,putative transmembrane cytochrome oxidase,energy metabolism,Cytoplasmic Membrane,
BP3226,glnS,1764,0,,,0.00000,,putative glutaminyl-tRNA synthetase,macromolecule synthesis/modification,Cytoplasmic,
BP3227,minC,879,0,,,0.00000,,putative cell division inhibitor,cell division,Cytoplasmic,
BP3228,minD,816,0,,,0.00000,,putative septum site-determining protein,cell division,Cytoplasmic,
BP3229,minE,252,0,,,0.00000,,putative cell division topological specificity factor,cell division,Cytoplasmic,
BP3234,-,867,0,,,0.00000,,putative membrane protein,transport/binding proteins,Cytoplasmic Membrane,
BP3236,-,978,0,,,0.00000,,putative binding-protein-dependent permease (pseudogene),pseudogenes,ND,
BP3237,-,1572,0,,,0.00000,,putative binding-protein-dependent transport protein (periplasmic),transport/binding proteins,Periplasmic,
BP3238,-,936,0,,,0.00000,,putative glycosyl transferase,macromolecule synthesis/modification,Cytoplasmic Membrane,
BP3239A,-,216,0,,,0.00000,,putative exported protein,cell surface,Unknown,
BP3242,-,627,0,,,0.00000,,conserved hypothetical protein,conserved hypothetical,Cytoplasmic,
BP3247,-,738,0,,,0.00000,,putative transcriptional regulator,regulation,Cytoplasmic,
BP3248,-,864,0,,,0.00000,,conserved hypothetical protein,conserved hypothetical,Cytoplasmic,
BP3251,pdxH,633,0,,,0.00000,,pyridoxamine 5-phosphate oxidase,cofactor biosynthesis,Cytoplasmic,
BP3256,-,1113,0,,,0.00000,,N-terminal region of a putative oxidoreductase (pseudogene),pseudogenes,ND,
BP3260,-,40,0,,,0.00000,,transposase (Pseudogene),pseudogenes,ND,
BP3261,trpC,789,0,,,0.00000,,indole-3-glycerol phosphate synthase,amino acid biosynthesis,Cytoplasmic,
BP3263,trpG,564,0,,,0.00000,,anthranilate synthase component II,amino acid biosynthesis,Cytoplasmic,
BP3266,cbbeP,738,0,,,0.00000,,ribulose-phosphate 3-epimerase,miscellaneous,Cytoplasmic,
BP3275,-,903,0,,,0.00000,,putative oxidoreductase,miscellaneous,Cytoplasmic Membrane,
BP3277,-,828,0,,,0.00000,,putative enoyl-CoA hydratase,miscellaneous,Cytoplasmic,
BP3280,-,1506,0,,,0.00000,,putative exported protein (pseudogene),pseudogenes,ND,-
BP3282,atpB,882,0,,,0.00000,,ATP synthase A chain,energy metabolism,Cytoplasmic Membrane,
BP3283,atpE,243,0,,,0.00000,,ATP synthase c chain,energy metabolism,Cytoplasmic Membrane,
BP3284,atpF,471,0,,,0.00000,,ATP synthase B chain,energy metabolism,Cytoplasmic Membrane,
BP3285,atpH,540,0,,,0.00000,,ATP synthase delta chain,energy metabolism,Cytoplasmic,
BP3288,atpD,1401,0,,,0.00000,,ATP synthase beta chain,energy metabolism,Cytoplasmic,
BP3292,-,2043,0,,,0.00000,,putative primosomal protein,macromolecule synthesis/modification,Cytoplasmic,
BP3296,-,906,0,,,0.00000,,hypothetical protein,unknown,Unknown,+
BP3302,-,237,0,,,0.00000,,hypothetical protein,unknown,Unknown,
BP3304,-,822,0,,,0.00000,,putative enoyl-CoA hydratase,miscellaneous,Cytoplasmic,
BP3306,-,993,0,,,0.00000,,conserved hypothetical protein,conserved hypothetical,Cytoplasmic,
BP3307,-,624,0,,,0.00000,,putative TetR-family trasncriptional regulator,regulation,Cytoplasmic,
BP3309,-,1225,0,,,0.00000,,conserved hypothetical protein (pseudogene),pseudogenes (phase-variable),ND,
BP3315,copA,1776,0,,,0.00000,,copper resitance protein,adaptation,Periplasmic,
BP3325,-,378,0,,,0.00000,,putative pterin-4-alpha-carbinolamine dehydratase,miscellaneous,Unknown,
BP3327,-,693,0,,,0.00000,,putative nucleotidyl transferase,miscellaneous,Cytoplasmic Membrane,
BP3332,garK,1146,0,,,0.00000,,glycerate kinase,central/intermediary metabolism,Cytoplasmic,
BP3338,-,884,0,,,0.00000,,conserved hypothetical protein (pseudogene),pseudogenes,ND,
BP3339,-,795,0,,,0.00000,,putative ABC transport ATP-binding subunit,transport/binding proteins,Cytoplasmic Membrane,
BP3340,-,1050,0,,,0.00000,,putative ABC transport inner membrane permease protein,transport/binding proteins,Cytoplasmic Membrane,
BP3341,-,690,0,,,0.00000,,putative periplasmic protein,cell surface,Unknown,
BP3342,-,498,0,,,0.00000,,putative peptidoglycan-associated lipoprotein,cell surface,Outer Membrane,
BP3344,-,975,0,,,0.00000,,Proline-rich inner membrane protein,cell surface,Cytoplasmic,
BP3345,-,459,0,,,0.00000,,putative TolR-like translocation protein,transport/binding proteins,Cytoplasmic Membrane,
BP3349,nudH,573,0,,,0.00000,,putative Nudix hydrolase,central/intermediary metabolism,Cytoplasmic,
BP3350,-,687,0,,,0.00000,,two component response regulator,regulation,Cytoplasmic,
BP3352,-,672,0,,,0.00000,,phage-related conserved hypothetical protein,conserved hypothetical,Unknown,
BP3353,-,222,0,,,0.00000,,putative phage-related hypothetical protein (partial),unknown,Unknown,
BP3354,-,282,0,,,0.00000,,phage-related hypothetical protein,unknown,Unknown,
BP3356,-,552,0,,,0.00000,,putative phage lysozyme,phage-related or transposon-related,Unknown,
BP3357,-,243,0,,,0.00000,,phage-related conserved hypothetical protein,phage-related or transposon-related,Unknown,
BP3358,-,813,0,,,0.00000,,phage-related hypothetical protein,phage-related or transposon-related,Cytoplasmic,
BP3359,-,261,0,,,0.00000,,phage-related hypothetical protein,phage-related or transposon-related,Unknown,
BP3361,-,417,0,,,0.00000,,phage-related hypothetical protein,unknown,Cytoplasmic,
BP3363,-,390,0,,,0.00000,,phage-related conserved hypothetical protein,phage-related or transposon-related,Unknown,
BP3365,-,360,0,,,0.00000,,phage-related conserved hypothetical protein,phage-related or transposon-related,Cytoplasmic,
BP3367,-,291,0,,,0.00000,,phage-related conserved hypothetical protein,unknown,Unknown,
BP3369,-,519,0,,,0.00000,,phage-related conserved hypothetical protein,unknown,Unknown,-
BP3370,-,501,0,,,0.00000,,phage-related conserved hypothetical protein,conserved hypothetical,Unknown,
BP3372,-,399,0,,,0.00000,,phage-related hypothetical protein,unknown,Unknown,
BP3374,-,201,0,,,0.00000,,phage-related hypothetical protein,unknown,Unknown,
BP3376,-,252,0,,,0.00000,,phage-related hypothetical protein,unknown,Unknown,
BP3383,-,1419,0,,,0.00000,,phage-related conserved hypothetical protein,phage-related or transposon-related,Cytoplasmic,
BP3387,-,120,0,,,0.00000,,phage-related hypothetical protein (pseudogene),pseudogenes,ND,
BP3391,-,213,0,,,0.00000,,conserved hypothetical protein,unknown,Cytoplasmic Membrane,
BP3392,-,1,0,,,0.00000,,transposase,phage-related or transposon-related,Cytoplasmic,
BP3393,-,797,0,,,0.00000,,putative inner membrane protein,cell surface,Cytoplasmic Membrane,
BP3399,-,213,0,,,0.00000,,conserved hypothetical protein,conserved hypothetical,Unknown,+
BP3400,-,423,0,,,0.00000,,hypothetical protein,unknown,Unknown,
BP3409,-,360,0,,,0.00000,,hypothetical protein,unknown,Unknown,
BP3415,fis,240,0,,,0.00000,,DNA-binding protein,regulation,Cytoplasmic,
BP3417,ruvC,549,0,,,0.00000,,crossover junction endodeoxyribonuclease,macromolecule synthesis/modification,Cytoplasmic,
BP3418,ruvA,573,0,,,0.00000,,holliday junction DNA helicase,macromolecule synthesis/modification,Cytoplasmic,-
BP3419,-,912,0,,,0.00000,,conserved hypothetical protein,conserved hypothetical,Cytoplasmic,
BP3421,ruvB,1074,0,,,0.00000,,holliday junction DNA helicase,macromolecule synthesis/modification,Cytoplasmic,
BP3422,-,1821,0,,,0.00000,,ATP-dependent DNA helicase,macromolecule synthesis/modification,Cytoplasmic,
